V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0.24835707650561634,-0.06913215058559233,0.32384426905034625,0.7615149282040127,-0.11707668736166799,-0.11706847847459027,0.7896064077536957,0.3837173645764544,-0.23473719296747605,0.27128002179298233,-0.23170884640623113,-0.23286487678512843,0.12098113578301706,-0.956640122328899,-0.8624589162565164,-0.28114376462048635,-0.5064155601672119,0.15712366629763694,-0.45401203776060545,-0.7061518506676457,0.732824384460777,-0.11288815024326783,0.03376410234396192,-0.7123740931067284,-0.27219136226259133,0.05546129485493304,-0.5754967887111514,0.18784900917283598,138.21896965237815
-0.3003193449594025,-0.1458468748966384,-0.30085330611469846,0.9261390922544689,-0.0067486123689669605,-0.5288554644779502,0.4112724560515945,-0.6104218249855111,0.1044317975023777,-0.9798350619398878,-0.6640930244492153,0.09843061793456176,0.3692332899977052,0.08568414059498525,-0.057824141194120264,-0.1505518477946444,-0.7392609951837137,-0.3599221041973543,-0.23031938547989375,0.5285611131094579,0.1718091447842307,-0.881520077681367,0.1620419846973975,-0.19254114020815827,-0.33846100015297936,0.30583814442043394,0.5154997612479755,0.4656400595580993,42.82563625396533
-0.41960876161131927,-0.1546061879256073,0.16563171570178198,0.4877725635611796,-0.23958711892264498,-0.09282948833190856,-0.5531674870030141,-0.5981033120403354,0.406262911197099,0.6781200142854115,-0.03600506079016692,0.5017664489460121,0.18081801252381707,-0.32255987730256214,0.18069780275420697,0.7690182832329846,-0.01791301955497577,0.7823218279070031,-1.3098725520448722,0.4109512521876119,0.04352353411908561,-0.14950367523293373,0.04588038826775115,-0.9937844573004464,-0.10983594391875597,0.1785562857558732,0.738947022370758,-0.2591351091368237,23.81375681913886
-0.4042468014465938,-0.25087852179226827,0.45770105885103707,0.16437555482984223,-0.2648801018835194,0.25663371655667805,0.048538774674020194,0.4843224952664446,-0.3510265469386762,-0.1638310732988841,-0.19605407656607882,-0.7317574740660593,0.14806013853228803,0.13052763608994467,0.002556728321230445,-0.11729356668757346,-0.7076853710252071,-0.21032266138267952,-0.17135725826338474,-0.40113863461080945,-0.08064285583300457,0.2020254284072692,0.9430929506052651,0.08728890641591948,0.12877519536138218,-0.03722295788308361,-0.9593856076495207,-0.013256937724608439,129.92508902209437
0.03011510497051322,1.231621056242643,-0.09618048239056126,0.15077367116680623,-0.017355884852621656,-0.584339018809766,0.5714114072575103,0.37596651634338707,0.39551597352152346,-0.45469372739736946,0.7013971554680496,-0.7009255313961404,0.29342854690013515,1.0952278129049893,-0.49526816256534417,-0.28314886480138596,0.04982568254382061,-0.2517378270580996,-0.7753317155330663,0.034281487403013663,-0.5311518568630524,0.2367962153175908,-0.4597121171169016,0.7749672025087697,-0.39162664616811854,-0.1610307581028378,0.4067586086848349,-0.6154321582169776,441.9280515985661
0.11372996730206471,0.653571377141214,-0.8037416172806138,0.0923169292661521,0.12994139712421177,0.3909114358886552,-0.618475355439041,-0.6602283065421382,0.2609707828084488,0.14849233661659303,0.12524642517293827,0.17322410474848784,-0.3400123607892454,0.11612684858050178,0.14653623664934062,-0.3571757090131839,0.9328872555723783,0.23691646045589376,-0.5956517486013243,0.32827680431691486,-0.4873408351136607,0.393542301871226,0.579297789503702,-0.41034115917585523,0.4816880646221609,0.20639046346824916,0.411030079997245,0.9483964913269737,213.79769060577965
-0.12269405800143525,-0.3768680821787448,-0.44475721481276165,-0.40790514248271914,-0.0385508547070521,0.17057598740832194,0.13834539966500953,0.4135916245180119,0.00650094593895351,0.7267670385786584,-0.13232841661897804,1.3600845832948094,0.3128336738825031,-0.4285787782081413,-0.5354462490305562,0.24123620762159265,-0.11173139266292545,0.357000247046046,0.23661881228677242,-0.03641445632843639,-0.4233968590342025,-0.7574236123429323,-0.22325747603351054,0.42819939716173616,0.10704687206510198,-0.622869389355994,0.086590462925591,0.1926586898644184,362.9633508913366
-0.4419287181005665,0.07686255297276395,0.029104359222999948,-0.5714851489153115,0.17889368017414164,0.2803922631841172,0.5415256215876385,0.5269010260174515,-0.6888346839785455,-0.4689125199575614,0.2575176336043299,0.2568929754561044,0.25752384315302396,1.9263657453273606,0.2854452553465835,0.5677828200902995,0.47700088174660116,0.325695625652899,-0.1576346223201728,0.3794846102466337,-0.3864126072687859,-0.11840930337000444,-0.24268177391455173,0.04093706969316128,1.1573292833367543,-0.933632596295874,0.34313009518725673,-0.8063579355948258,459.9596673361793
-0.23596593289471673,0.544475298483683,0.032140009547731385,-0.5388723889646531,-0.3576518546299841,0.3397988744673379,-0.36518331585856834,0.10822929479098743,0.022785919951906892,-0.32580017380290854,1.0719720446626628,0.3169595111590056,-1.0125712933288036,0.09322715738471382,-0.330893232384194,0.426216667398112,-0.3962603692163503,-0.05736822073344951,0.25249363949022857,0.43287759708506074,-0.6001482035278881,-0.1672506179204742,-0.2374726555804781,-0.32666461628685595,0.8827271201405484,0.20249085548047777,-0.6304419771675226,0.45893097352738804,209.93982618538013
1.0610780985063166,0.5162326302755734,-0.7596849829770067,-0.24211703643312568,0.6334555745933114,-0.3538347328093904,0.22190971407311422,0.3873170267146684,-0.4634652357890415,-0.02976267803090004,-1.6206336700345363,-0.5121938206671449,-0.12628407569658015,-0.6238915909824247,0.8162056519658176,-0.7150706889803163,-0.22002224334849188,0.06537028864304567,0.7206366445330578,-0.7179310755897197,0.5815818760774798,0.0051165305097935244,-0.49075432552397547,0.23105173713163538,0.09952984778673502,-0.30010843857939734,0.03490104249500946,-0.1926567984308801,103.72591180832455
0.05675867262562402,0.33106533726052334,0.793008408072676,-0.6189077494134245,1.0665166873281333,-0.9760438997612509,-0.07589254751779166,0.29415860324228826,0.14049593386751633,-0.3113497599102969,-0.10406112517863761,-0.2465004673294164,-0.29468237847210577,0.4248010485105123,0.17850774298252367,-0.3464547976303271,0.44979993771662535,0.15364976043830467,0.40643105941948005,0.3148144209618061,-0.41449750546103614,-0.2800905200984848,0.3736468025616309,0.3051851327167324,-0.010450796982074066,0.058663691654391,0.6388324478942125,-0.29578569441791497,263.3877861198905
0.27354869058501896,-0.10109632621694703,-0.10884060161361014,0.549388425993595,0.4127081744940149,0.40675481800031926,0.6527394035771645,0.010501920816379524,0.34097648564748195,-0.15513337829672802,0.16208317624422106,-0.06507152718384229,0.048497982496359095,0.2975785127184568,-0.40911034161673626,1.0461936378427301,-0.503008690749851,-0.6070943063938661,0.5790554367500339,0.39583134698146794,0.31205990852607757,0.31417275463213995,-0.0061233864234573115,-0.44862718574291577,0.03790227909686317,-0.33858085575605584,0.4875598667088756,-0.07352869075106933,454.9610066593287
-0.4127485983962558,-0.16069292082649672,0.20646572713781217,-0.28186227640198736,-0.4111101977832157,0.12184360574595615,0.12248328555436139,-0.2534715876855649,-0.2355191528091614,0.11602496867881815,-0.7240421707486621,-0.7037318871882776,-0.359222110626218,-0.10672357585592362,0.1554537827990023,0.737678108474776,0.4288298116010097,-0.07996926498171356,-0.009508103951344415,-0.5012646823189044,-0.009256567996194965,-0.14432931946006916,0.16135928016904474,-0.4136154717761615,0.25967325712058614,0.7663694565012888,-0.0543800742284288,0.20085586104947073,404.1434629274733
0.34507199585555626,-0.20061023594291813,0.11204624090520839,0.00629620039089743,0.04883804927441586,-0.38650489192773324,0.012255087129471357,0.24899914562272488,0.7255718038975209,0.47963541304260343,1.0765912287557782,-0.38367378144402475,0.4361603183603391,0.09167100286917587,1.0949014666088361,-0.40414914267757573,-0.41986092109038803,-0.2996963227220111,-1.0619478621549034,-0.2628775108403805,-0.379566330776849,0.07519689323810382,0.17087798788857972,0.9380854196079431,0.4752119190930251,-0.28845182783120155,-0.449207335674179,0.24595958575325286,42.256623247945356
